1,501502
1,501143
1,500078
1,500043
1,501503
1,501503
1,501102
1,501301
1,501142
1,501142
1,501144
1,501102
1,501503
1,501158
1,501203
1,501503
1,501142
1,501501
1,501203
1,501106
1,500101
1,500067
1,501501
1,501141
1,501142
1,501144
1,501202
1,501102
1,501141
1,501401
1,501203
1,501202
1,501501
1,501502
1,500100
1,501141
1,501121
1,501503
1,501121
1,501202
1,501504
1,501203
1,500100
1,501121
1,501141
1,500083
1,501503
1,501503
1,501203
1,500100
1,501142
1,501202
1,500043
1,501503
1,501502
1,501503
1,501111
1,501504
1,501501
1,501111
1,501121
1,501141
1,501141
1,501158
1,501203
1,501202
1,501102
1,501106
1,501142
1,501501
1,501202
1,501102
1,501102
1,501102
1,501106
1,501158
1,501203
1,501501
1,501503
1,501102
1,500090
1,501106
1,501141
1,501102
1,501501
1,501202
1,501102
1,501203
1,501106
1,501503
1,501501
1,501102
1,501202
1,500049
1,501158
1,501121
1,501143
1,501111
1,501501
1,501102
1,500078
1,501106
1,501501
1,501504
1,501121
1,501142
1,501202
1,501144
1,500015
1,501144
1,501106
1,501111
1,501144
1,501111
1,501143
1,500043
1,501142
1,501106
1,501203
1,501503
1,501501
1,501143
1,500047
1,501102
1,501501
1,501106
1,501203
1,501503
1,501102
1,501501
1,501121
1,501503
1,501102
1,501202
1,501504
1,501502
1,501144
1,501111
1,501144
1,501502
1,501121
1,501143
1,501501
1,501141
1,501501
1,501143
1,501401
1,501202
1,501502
1,501121
1,501141
1,501202
1,501106
1,501501
1,501143
1,501106
1,501141
1,501502
1,500037
1,501158
1,501401
1,500043
1,501501
1,501102
1,501504
1,501202
1,501102
1,501202
1,501106
1,501143
1,501504
1,501202
1,500090
1,501144
1,501111
1,501102
1,500078
1,501202
1,500088
1,501502
1,501142
1,501102
1,501504
1,501503
1,501106
1,501504
1,501143
1,501503
1,500078
1,501503
1,501203
1,501102
1,501202
1,501121
1,501102
1,501102
1,501503
1,501143
1,501503
1,501106
1,501111
1,501501
1,501142
1,501504
1,501401
1,501102
1,501501
1,501501
1,501501
1,501203
1,501502
1,501203
1,501203
1,501203
