1,500004
1,500063
1,500001
1,500041
1,500008
1,500008
1,500028
1,500095
1,500028
1,500008
1,500004
1,500096
1,500028
1,500006
1,500006
1,500095
1,500091
1,500004
1,500022
1,500091
1,500004
1,500063
1,500029
1,500001
1,500045
1,500081
1,500029
1,500001
1,500029
1,500033
1,500006
1,500008
1,500081
1,500029
1,500082
1,500038
1,500018
1,500033
1,500018
1,500008
1,500082
1,500008
1,500004
1,500018
1,500038
1,500001
1,500057
1,500031
1,500008
1,500045
1,500034
1,500008
1,500073
1,500004
1,500001
1,500065
1,500058
1,500074
1,500036
1,500024
1,500044
1,500013
1,500058
1,500024
1,500059
1,500023
1,500027
1,500053
1,500064
1,500002
1,500013
1,500013
1,500005
1,500097
1,500030
1,500002
1,500069
1,500013
1,500036
1,500053
1,500036
1,500039
1,500044
1,500044
1,500005
1,500044
1,500059
1,500035
1,500064
1,500066
1,500005
1,500044
1,500027
1,500036
1,500065
1,500013
1,500012
1,500064
1,500059
1,500027
1,500064
1,500007
1,500043
1,501301
1,500016
1,500078
1,501301
1,500050
1,500037
1,500020
1,500101
1,500003
1,500085
1,500055
1,500003
1,500020
1,500025
1,500016
1,500088
1,500040
1,500043
1,500010
1,500047
1,500025
1,500087
1,500101
1,501301
1,500007
1,500078
1,500062
1,500007
1,500088
1,501301
1,500049
1,500056
1,500101
1,500088
1,500037
1,501301
1,500010
1,500011
1,501301
1,500062
1,500085
1,500088
1,500056
1,501401
1,501301
1,500088
1,501301
1,501101
1,500015
1,501301
1,501401
1,500010
1,500007
1,501301
1,500010
1,500101
1,500017
1,500007
1,501401
1,500047
1,500078
1,501401
1,500015
1,500080
1,500054
1,500062
1,500072
1,500062
1,500101
1,500026
1,500078
1,500090
1,500061
1,500055
1,500072
1,501301
1,500101
1,500020
1,500003
1,501301
1,501401
1,500042
1,500101
1,500017
1,500040
1,500094
1,500003
1,500010
1,500101
1,500055
1,500014
1,500055
1,500040
1,500087
1,500009
1,500020
1,500009
1,500025
1,501401
1,500101
1,500093
1,500020
1,509339
1,509371
1,509335
1,509339
1,509335
1,509325
1,509325
1,509217
1,509217
1,509217
1,509410
1,509358
1,509217
1,509325
1,509325
1,509325
1,500075
1,500075
1,500018
1,500032
1,500075
1,500019
1,500084
1,500075
1,500075
1,500075
1,500018
1,500018
1,500008
1,500075
1,500018
1,500032
1,500089
1,500075
1,500075
1,500046
1,500084
1,500018
1,501506
1,501505
1,500068
1,501506
1,500052
1,500076
1,500079
1,501218
1,501505
1,501510
1,501509
1,501359
1,501510
1,501218
1,500039
1,500070
1,500060
1,500060
1,500048
1,501505
1,501509
1,501218
1,501359
1,500070
1,501508
1,501509
1,501509
1,501510
1,501218
1,501359
1,501359
1,500051
1,500068
1,501509
1,501509
1,501505
1,501512
1,501511
1,501506
1,501510
1,500030
1,501512
1,501359
1,501506
1,500079
1,500077
1,501218
1,501505
1,501508
1,500030
1,501512
1,500092
1,501509
1,501359
1,501509
1,501218
1,501510
1,501508
1,501508
1,500052
1,501218
1,501505
1,501359
1,501510
1,501510
1,501509
1,501506
1,500076
1,501508
1,501359
1,500060
1,501505
1,500035
1,500074
1,501359
1,500048
1,500086
1,501506
1,500035
1,501506
1,501509
1,501359
1,501509
1,501506
1,501510
1,500052
1,500052
1,501505
1,501509
1,501511
1,500039
1,500070
1,501509
1,500030
1,500005
1,501506
1,501509
1,501505
1,501506
1,501508
1,501511
1,501508
1,501359
1,501510
1,500098
1,500097
1,501509
1,500005
1,501508
1,501359
1,501510
1,501508
1,500076
1,501509
1,500079
